Filament Name,Filament Material,Filament Link,Filament Color,Filament Color Image Link,Filament Color Hex,Link to Filament TDS
PP P-Lene 5,PP,https://treedfilaments.com/shop/product/?sku=PP5,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedppp-lene5.png,Not Available,Not Available
PP P-Lene T15,PP,https://treedfilaments.com/shop/product/?sku=PPT15,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedppp-lenet15.png,Not Available,Not Available
PE E-lene HD,PE,https://treedfilaments.com/shop/product/?sku=PEHD,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpee-lenehd.png,Not Available,Not Available
ABS T-MAT,ABS,https://treedfilaments.com/shop/product/?sku=ABST,RED RACE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabst-mat.png,Not Available,Not Available
ABS T-MAT,ABS,https://treedfilaments.com/shop/product/?sku=ABST,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabst-mat.png,Not Available,Not Available
ABS T-MAT,ABS,https://treedfilaments.com/shop/product/?sku=ABST,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabst-mat.png,Not Available,Not Available
PC PBT  B-mat,PC,https://treedfilaments.com/shop/product/?sku=BMAT,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpcpbtb-mat.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,NATURAL,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,NEPTUNE BLUE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,RED RACE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,Industrial Grey,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,YELLOW TREED,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,YELLOW LEMON,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,VIOLET,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,ALLUMINIUM,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,BRONZE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,ANTHRACITE GREY,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,GREEN ARMY,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,AQUAMARINE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,ORANGE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,RED WINE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,BROWN,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Performance,ABS,https://treedfilaments.com/shop/product/?sku=ABSP,APPLE GREEN,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsperformance.png,Not Available,Not Available
ABS Zx,ABS,https://treedfilaments.com/shop/product/?sku=ABSZX,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabszx.png,Not Available,Not Available
ABS Zx,ABS,https://treedfilaments.com/shop/product/?sku=ABSZX,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabszx.png,Not Available,Not Available
ABS King,ABS,https://treedfilaments.com/shop/product/?sku=ABSK,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsking.png,Not Available,Not Available
ABS King,ABS,https://treedfilaments.com/shop/product/?sku=ABSK,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsking.png,Not Available,Not Available
